date,open,high,low,close,volume
2026-06-12 11:30:00+05:30,23358.9,23372.6,23357.5,23366.7,0
2026-06-12 11:35:00+05:30,23367.25,23371.8,23361.1,23368.95,0
2026-06-12 11:40:00+05:30,23371.0,23377.9,23368.45,23374.8,0
2026-06-12 11:45:00+05:30,23375.5,23388.65,23368.35,23385.45,0
2026-06-12 11:50:00+05:30,23386.7,23386.75,23372.0,23381.8,0
2026-06-12 11:55:00+05:30,23382.75,23389.3,23376.75,23378.2,0
2026-06-12 12:00:00+05:30,23380.1,23383.55,23371.85,23379.25,0
2026-06-12 12:05:00+05:30,23380.5,23381.2,23362.9,23363.45,0
2026-06-12 12:10:00+05:30,23365.35,23365.5,23343.35,23347.4,0
2026-06-12 12:15:00+05:30,23349.45,23353.85,23343.5,23346.2,0
2026-06-12 12:20:00+05:30,23346.9,23365.75,23345.85,23365.3,0
2026-06-12 12:25:00+05:30,23366.75,23369.9,23363.5,23365.3,0
2026-06-12 12:30:00+05:30,23365.9,23365.9,23343.45,23350.65,0
2026-06-12 12:35:00+05:30,23351.9,23351.9,23338.05,23342.65,0
2026-06-12 12:40:00+05:30,23343.75,23345.55,23320.3,23320.3,0
2026-06-12 12:45:00+05:30,23323.0,23325.85,23313.9,23317.15,0
2026-06-12 12:50:00+05:30,23318.05,23327.8,23314.55,23327.55,0
2026-06-12 12:55:00+05:30,23328.1,23329.9,23319.75,23325.3,0
2026-06-12 13:00:00+05:30,23326.75,23334.1,23322.25,23331.3,0
2026-06-12 13:05:00+05:30,23331.65,23340.7,23328.75,23334.25,0
2026-06-12 13:10:00+05:30,23335.0,23344.05,23329.1,23336.25,0
2026-06-12 13:15:00+05:30,23336.95,23348.0,23334.55,23343.2,0
2026-06-12 13:20:00+05:30,23344.4,23347.1,23330.0,23331.05,0
2026-06-12 13:25:00+05:30,23332.05,23392.5,23321.6,23388.95,0
2026-06-12 13:30:00+05:30,23390.4,23429.85,23389.05,23426.55,0
2026-06-12 13:35:00+05:30,23426.7,23463.85,23424.35,23461.7,0
2026-06-12 13:40:00+05:30,23463.45,23480.25,23459.1,23474.6,0
2026-06-12 13:45:00+05:30,23476.15,23498.4,23468.45,23492.0,0
2026-06-12 13:50:00+05:30,23494.55,23496.95,23475.3,23489.05,0
2026-06-12 13:55:00+05:30,23489.85,23511.25,23486.05,23507.45,0
2026-06-12 14:00:00+05:30,23509.7,23519.35,23496.6,23519.2,0
2026-06-12 14:05:00+05:30,23520.25,23523.4,23506.35,23509.35,0
2026-06-12 14:10:00+05:30,23510.15,23531.6,23496.55,23527.5,0
2026-06-12 14:15:00+05:30,23528.2,23537.9,23524.6,23535.75,0
2026-06-12 14:20:00+05:30,23536.7,23539.75,23526.95,23534.1,0
2026-06-12 14:25:00+05:30,23535.15,23550.3,23525.3,23547.8,0
2026-06-12 14:30:00+05:30,23549.3,23557.6,23542.5,23548.7,0
2026-06-12 14:35:00+05:30,23550.05,23568.6,23532.9,23568.1,0
2026-06-12 14:40:00+05:30,23569.4,23577.3,23554.05,23569.75,0
2026-06-12 14:45:00+05:30,23571.85,23589.65,23568.35,23588.8,0
2026-06-12 14:50:00+05:30,23589.85,23607.55,23588.0,23605.5,0
2026-06-12 14:55:00+05:30,23605.45,23616.95,23599.95,23608.15,0
2026-06-12 15:00:00+05:30,23607.95,23639.4,23581.65,23635.9,0
2026-06-12 15:05:00+05:30,23636.05,23645.35,23619.05,23620.05,0
2026-06-12 15:10:00+05:30,23621.2,23624.1,23607.4,23621.8,0
2026-06-12 15:15:00+05:30,23620.95,23636.7,23612.15,23629.1,0
2026-06-12 15:20:00+05:30,23630.25,23630.25,23614.6,23622.55,0
2026-06-12 15:25:00+05:30,23623.35,23639.35,23620.2,23631.75,0
2026-06-15 09:15:00+05:30,23984.85,24011.4,23934.1,23946.2,0
2026-06-15 09:20:00+05:30,23948.15,23962.3,23943.9,23956.75,0
2026-06-15 09:25:00+05:30,23960.05,23962.3,23938.45,23946.15,0
2026-06-15 09:30:00+05:30,23947.05,23952.1,23927.35,23946.7,0
2026-06-15 09:35:00+05:30,23948.65,23950.4,23931.85,23937.9,0
2026-06-15 09:40:00+05:30,23938.85,23965.9,23938.6,23965.7,0
2026-06-15 09:45:00+05:30,23966.55,23980.45,23963.25,23972.15,0
2026-06-15 09:50:00+05:30,23971.35,23975.15,23955.25,23958.1,0
2026-06-15 09:55:00+05:30,23959.15,23960.85,23939.75,23945.95,0
2026-06-15 10:00:00+05:30,23946.9,23968.2,23945.9,23958.25,0
2026-06-15 10:05:00+05:30,23959.0,23960.5,23940.65,23946.35,0
